"","City","company_na","GEOID","full_name","ALAND","X","Y","Match_addr"
"1221","Holbrook","US Markerboard",25021421200,"Boston-Cambridge-Quincy, MA-NH",11828942,-71.021263,42.165645,"270 Centre St, Holbrook, Massachusetts, 02343"
"1222","Weymouth","Johnny Cupcakes",25021422301,"Boston-Cambridge-Quincy, MA-NH",3431334,-70.967707,42.190468,"106 Finnell Dr, Weymouth, Massachusetts, 02188"
"1223","Peabody","SemiNex",25009210300,"Boston-Cambridge-Quincy, MA-NH",10883259,-70.99741,42.520211,"100 Corporate Pl, Peabody, Massachusetts, 01960"
"1224","Danvers","Archimedia Solutions Group",25009211100,"Boston-Cambridge-Quincy, MA-NH",3826396,-70.923831,42.556516,"125 Liberty St, Danvers, Massachusetts, 01923"
"1225","North Andover","xFact",25009253100,"Boston-Cambridge-Quincy, MA-NH",2646442,-71.124524,42.700387,"120 Water St, North Andover, Massachusetts, 01845"
"1226","Boston","Key Credit Repair",25025100100,"Boston-Cambridge-Quincy, MA-NH",1036849,-71.092554,42.284829,"686 Morton St, Boston, Massachusetts, 02126"
"1227","Burlington","Demandware",25017332200,"Boston-Cambridge-Quincy, MA-NH",7736385,-71.188493,42.48603,"5 Wall St, Burlington, Massachusetts, 01803"
"1228","Burlington","Exclusive Concepts",25017332200,"Boston-Cambridge-Quincy, MA-NH",7736385,-71.189881,42.493863,"30 Corporate Dr, Burlington, Massachusetts, 01803"
"1229","Burlington","Mediaspectrum",25017332200,"Boston-Cambridge-Quincy, MA-NH",7736385,-71.190548,42.494653,"35 Corporate Dr, Burlington, Massachusetts, 01803"
"1230","Braintree","INVOICE CLOUD",25021419100,"Boston-Cambridge-Quincy, MA-NH",7070142,-71.026261,42.226885,"35 Braintree Hill Park, Braintree, Massachusetts, 02184"
"1231","Braintree","WorldAPP",25021419100,"Boston-Cambridge-Quincy, MA-NH",7070142,-71.034942,42.220185,"220 Forbes Rd, Braintree, Massachusetts, 02184"
"1232","Braintree","XMLaw",25021419100,"Boston-Cambridge-Quincy, MA-NH",7070142,-71.026154,42.227228,"50 Braintree Hill Park, Braintree, Massachusetts, 02184"
"1233","Middleton","Beantown Marketing & Promotions",25009212100,"Boston-Cambridge-Quincy, MA-NH",34846435,-71.004788,42.599236,"01949, Middleton, Massachusetts"
"1234","Lawrence","LoadSpring Solutions",25009250100,"Boston-Cambridge-Quincy, MA-NH",852256,-71.153334,42.707452,"15 Union St, Lawrence, Massachusetts, 01840"
"1235","Lawrence","SalesQuest",25009250100,"Boston-Cambridge-Quincy, MA-NH",852256,-71.151738,42.706142,"60 Island St, Lawrence, Massachusetts, 01840"
"1236","Salisbury","Kurgo",25009267102,"Boston-Cambridge-Quincy, MA-NH",27773815,-70.891792,42.858592,"2 Fanaras Dr, Salisbury, Massachusetts, 01952"
"1237","North Andover","PanelClaw",25009253203,"Boston-Cambridge-Quincy, MA-NH",14105344,-71.112766,42.730478,"1600 Osgood St, North Andover, Massachusetts, 01845"
"1238","North Andover","Parietal Systems",25009253202,"Boston-Cambridge-Quincy, MA-NH",4149490,-71.11987,42.668895,"510 Turnpike St, North Andover, Massachusetts, 01845"
"1239","Boxford","Iatric Systems",25009213100,"Boston-Cambridge-Quincy, MA-NH",61013955,-71.002374,42.694065,"27 Great Pond Dr, Boxford, Massachusetts, 01921"
"1240","Topsfield","BrainSell",25009214100,"Boston-Cambridge-Quincy, MA-NH",30877193,-70.929631,42.662936,"458 Boston St, Topsfield, Massachusetts, 01983"
"1241","Topsfield","East Coast Seafood",25009214100,"Boston-Cambridge-Quincy, MA-NH",30877193,-70.930782,42.660795,"448 Boston St, Topsfield, Massachusetts, 01983"
"1242","Topsfield","Harmony Healthcare International",25009214100,"Boston-Cambridge-Quincy, MA-NH",30877193,-70.931663,42.659034,"430 Boston St, Topsfield, Massachusetts, 01983"
"1243","Topsfield","Pure Incubation",25009214100,"Boston-Cambridge-Quincy, MA-NH",30877193,-70.941765,42.636854,"01983, Topsfield, Massachusetts"
"1244","Methuen","Dnutch Associates",25009252300,"Boston-Cambridge-Quincy, MA-NH",4761029,-71.188273,42.728477,"302 Broadway, Methuen, Massachusetts, 01844"
"1245","Saugus","Massage Envy (Saugus, Massachusetts)",25009208300,"Boston-Cambridge-Quincy, MA-NH",6897889,-71.016757,42.472273,"01906, Saugus, Massachusetts"
"1246","Newburyport","AgilePath",25009268300,"Boston-Cambridge-Quincy, MA-NH",2513412,-70.872119,42.811956,"38 Merrimac St, Newburyport, Massachusetts, 01950"
"1247","Newburyport","iMarc",25009268300,"Boston-Cambridge-Quincy, MA-NH",2513412,-70.870522,42.810903,"14 Inn St, Newburyport, Massachusetts, 01950"
"1248","Beverly","AutomatedQA",25009217300,"Boston-Cambridge-Quincy, MA-NH",2423812,-70.886991,42.559029,"100 Cummings Ctr, Beverly, Massachusetts, 01915"
"1249","Beverly","Blue Vase Marketing",25009217300,"Boston-Cambridge-Quincy, MA-NH",2423812,-70.886991,42.559029,"100 Cummings Ctr, Beverly, Massachusetts, 01915"
"1250","Beverly","Gate 3 Design",25009217300,"Boston-Cambridge-Quincy, MA-NH",2423812,-70.885478,42.560692,"Cummings Ctr, Beverly, Massachusetts, 01915"
"1251","Beverly","MassPay",25009217300,"Boston-Cambridge-Quincy, MA-NH",2423812,-70.89022,42.562757,"500 Cummings Ctr, Beverly, Massachusetts, 01915"
"1252","Beverly","OnBrand24",25009217300,"Boston-Cambridge-Quincy, MA-NH",2423812,-70.886991,42.559029,"100 Cummings Ctr, Beverly, Massachusetts, 01915"
"1253","Beverly","The Remodeling Company",25009217300,"Boston-Cambridge-Quincy, MA-NH",2423812,-70.885478,42.560692,"Cummings Ctr, Beverly, Massachusetts, 01915"
"1254","Manchester","Windover Construction",25009218100,"Boston-Cambridge-Quincy, MA-NH",23902795,-70.772855,42.575966,"13 Elm St, Manchester, Massachusetts, 01944"
"1255","Boston","Unidine",25025071101,"Boston-Cambridge-Quincy, MA-NH",364223,-71.07255,42.33686,"02118, Boston, Massachusetts"
"1256","Allston","Massachusetts Technology",25025000100,"Boston-Cambridge-Quincy, MA-NH",1795016,-71.132473,42.360325,"121 Franklin St, Allston, Massachusetts, 02134"
"1257","Boston","Overdrive Interactive",25025000100,"Boston-Cambridge-Quincy, MA-NH",1795016,-71.146462,42.360312,"46 Leo M Birmingham Pkwy, Boston, Massachusetts, 02135"
"1258","Boston","Target Logistics",25025000100,"Boston-Cambridge-Quincy, MA-NH",1795016,-71.146476,42.3603,"46 Birmingham Pkwy, Boston, Massachusetts, 02135"
"1259","Allston","Latitude Beverage Company",25025000701,"Boston-Cambridge-Quincy, MA-NH",230436,-71.136172,42.347932,"1354 Commonwealth Ave, Allston, Massachusetts, 02134"
"1260","Brighton","Sleep HealthCenters LLC",25025000602,"Boston-Cambridge-Quincy, MA-NH",599552,-71.141164,42.347073,"1505 Commonwealth Ave, Brighton, Massachusetts, 02135"
"1261","South Easton","Compressor World",25005600202,"Boston-Cambridge-Quincy, MA-NH",19995798,-71.074365,42.050148,"6 Norfolk Ave, South Easton, Massachusetts, 02375"
"1262","Walpole","2Is",25021411302,"Boston-Cambridge-Quincy, MA-NH",12932705,-71.256563,42.144529,"75 West St, Walpole, Massachusetts, 02081"
"1263","Wrentham","School Family Media, Inc.",25021441204,"Boston-Cambridge-Quincy, MA-NH",15154850,-71.359314,42.076297,"100 Stonewall Blvd, Wrentham, Massachusetts, 02093"
"1264","Hudson","Alternative Energy Store",25017322400,"Boston-Cambridge-Quincy, MA-NH",3752632,-71.563878,42.388714,"43 Broad St, Hudson, Massachusetts, 01749"
"1265","Hudson","Display Solutions",25017322400,"Boston-Cambridge-Quincy, MA-NH",3752632,-71.563878,42.388714,"43 Broad St, Hudson, Massachusetts, 01749"
"1266","Waltham","Graduate Leverage",25017368200,"Boston-Cambridge-Quincy, MA-NH",6940289,-71.259573,42.388672,"400 5th Ave, Waltham, Massachusetts, 02451"
"1267","Waltham","Infoscitex",25017368200,"Boston-Cambridge-Quincy, MA-NH",6940289,-71.264855,42.385773,"303 Bear Hill Rd, Waltham, Massachusetts, 02451"
"1268","Waltham","MPay",25017368200,"Boston-Cambridge-Quincy, MA-NH",6940289,-71.256488,42.397082,"460 Totten Pond Rd, Waltham, Massachusetts, 02451"
"1269","Waltham","NameMedia",25017368200,"Boston-Cambridge-Quincy, MA-NH",6940289,-71.261545,42.391536,"230 3rd Ave, Waltham, Massachusetts, 02451"
"1270","Waltham","NetProspex",25017368200,"Boston-Cambridge-Quincy, MA-NH",6940289,-71.261344,42.389933,"300 3rd Ave, Waltham, Massachusetts, 02451"
"1271","Waltham","Planet Shoes",25017368200,"Boston-Cambridge-Quincy, MA-NH",6940289,-71.264617,42.3926,"135 Second Ave, Waltham, Massachusetts, 02451"
"1272","Canton","Teambonding",25021415102,"Boston-Cambridge-Quincy, MA-NH",6003446,-71.149037,42.13905,"18 Washington St, Canton, Massachusetts, 02021"
"1273","Quincy","G-Force Shipping",25021417200,"Boston-Cambridge-Quincy, MA-NH",2456924,-71.037591,42.275103,"2 Heritage Dr, Quincy, Massachusetts, 02171"
"1274","Quincy","Granite Telecommunications",25021417200,"Boston-Cambridge-Quincy, MA-NH",2456924,-71.034415,42.277874,"100 Newport Avenue Ext, Quincy, Massachusetts, 02171"
"1275","Quincy","Magellan Jets",25021417200,"Boston-Cambridge-Quincy, MA-NH",2456924,-71.037591,42.275103,"2 Heritage Dr, Quincy, Massachusetts, 02171"
"1276","Quincy","PharmaLogics Recruiting",25021417200,"Boston-Cambridge-Quincy, MA-NH",2456924,-71.037591,42.275103,"2 Heritage Dr, Quincy, Massachusetts, 02171"
"1277","Quincy","JP Fuji Group",25021417602,"Boston-Cambridge-Quincy, MA-NH",2139927,-71.015267,42.267217,"696 Hancock St, Quincy, Massachusetts, 02170"
"1278","Charlestown","Boston Interactive",25025040600,"Boston-Cambridge-Quincy, MA-NH",1433483,-71.07238,42.383903,"529 Main St, Charlestown, Massachusetts, 02129"
"1279","Boston","Dashed",25025040600,"Boston-Cambridge-Quincy, MA-NH",1433483,-71.080309,42.381562,"56 Roland St, Boston, Massachusetts, 02129"
"1280","Charlestown","One to One Global",25025040600,"Boston-Cambridge-Quincy, MA-NH",1433483,-71.067981,42.383526,"465 Medford St, Charlestown, Massachusetts, 02129"
"1281","Boston","PHT Corporation",25025040600,"Boston-Cambridge-Quincy, MA-NH",1433483,-71.072052,42.381004,"500 Rutherford Ave, Boston, Massachusetts, 02129"
"1282","Needham","Acceleration Partners",25021403100,"Boston-Cambridge-Quincy, MA-NH",6588491,-71.216775,42.287418,"16 Rae Ave, Needham, Massachusetts, 02492"
"1283","Canton","Rentex",25021415101,"Boston-Cambridge-Quincy, MA-NH",9939151,-71.153048,42.185409,"110 Shawmut Rd, Canton, Massachusetts, 02021"
"1284","East Weymouth","Beacon Partners",25021422502,"Boston-Cambridge-Quincy, MA-NH",2644867,-70.93124,42.211167,"02189, East Weymouth, Massachusetts"
"1285","East Weymouth","The Vertex Companies",25021422502,"Boston-Cambridge-Quincy, MA-NH",2644867,-70.93124,42.211167,"02189, East Weymouth, Massachusetts"
"1286","East Weymouth","Vertex",25021422502,"Boston-Cambridge-Quincy, MA-NH",2644867,-70.93124,42.211167,"02189, East Weymouth, Massachusetts"
"1287","Dedham","Metatomix",25021402300,"Boston-Cambridge-Quincy, MA-NH",4210827,-71.170656,42.224632,"3 Allied Dr, Dedham, Massachusetts, 02026"
"1288","Dedham","Reflexis Systems",25021402300,"Boston-Cambridge-Quincy, MA-NH",4210827,-71.170656,42.224632,"3 Allied Dr, Dedham, Massachusetts, 02026"
"1289","Quincy","Videre Conferencing",25021418200,"Boston-Cambridge-Quincy, MA-NH",14343358,-71.031467,42.228432,"2 Adams Pl, Quincy, Massachusetts, 02169"
"1290","Walpole","Nutricity",25021411100,"Boston-Cambridge-Quincy, MA-NH",16153937,-71.243055,42.11373,"24 Walpole Park S, Walpole, Massachusetts, 02081"
"1291","Sharon","allConnex",25021414100,"Boston-Cambridge-Quincy, MA-NH",28403557,-71.235443,42.118203,"1200 Providence Hwy, Sharon, Massachusetts, 02067"
"1292","Sharon","Guidance Technology",25021414100,"Boston-Cambridge-Quincy, MA-NH",28403557,-71.183502,42.130633,"8 Terrapin Ln, Sharon, Massachusetts, 02067"
"1293","Needham, Town of","Construction Coordinators",25021403500,"Boston-Cambridge-Quincy, MA-NH",5599814,-71.229805,42.304943,"140 Gould St, Needham, Town of, Massachusetts, 02494"
"1294","Needham, Town of","Coretelligent",25021403500,"Boston-Cambridge-Quincy, MA-NH",5599814,-71.218156,42.304402,"75 2nd Ave, Needham, Town of, Massachusetts, 02494"
"1295","Needham, Town of","Extreme Reach",25021403500,"Boston-Cambridge-Quincy, MA-NH",5599814,-71.218156,42.304402,"75 2nd Ave, Needham, Town of, Massachusetts, 02494"
"1296","Needham Heights","Food Should Taste Good",25021403500,"Boston-Cambridge-Quincy, MA-NH",5599814,-71.218156,42.304402,"75 2nd Ave, Needham Heights, Massachusetts, 02494"
"1297","Needham, Town of","Get In Shape Franchise",25021403500,"Boston-Cambridge-Quincy, MA-NH",5599814,-71.218156,42.304402,"75 2nd Ave, Needham, Town of, Massachusetts, 02494"
"1298","Needham, Town of","Isis Maternity",25021403500,"Boston-Cambridge-Quincy, MA-NH",5599814,-71.216855,42.303816,"110 2nd Ave, Needham, Town of, Massachusetts, 02494"
"1299","Needham, Town of","Isis Parenting",25021403500,"Boston-Cambridge-Quincy, MA-NH",5599814,-71.216855,42.303816,"110 2nd Ave, Needham, Town of, Massachusetts, 02494"
"1300","Needham, Town of","Practical Computer Applications",25021403500,"Boston-Cambridge-Quincy, MA-NH",5599814,-71.219911,42.304696,"175 Highland Ave, Needham, Town of, Massachusetts, 02494"
"1301","Needham, Town of","Resource Options",25021403500,"Boston-Cambridge-Quincy, MA-NH",5599814,-71.220291,42.304493,"200 Highland Ave, Needham, Town of, Massachusetts, 02494"
"1302","Needham, Town of","Syrinx Consulting",25021403500,"Boston-Cambridge-Quincy, MA-NH",5599814,-71.229714,42.304125,"160 Gould St, Needham, Town of, Massachusetts, 02494"
"1303","Wellesley","Travelers Marketing",25021404400,"Boston-Cambridge-Quincy, MA-NH",6864940,-71.295037,42.295687,"47 Church St, Wellesley, Massachusetts, 02482"
"1304","Lakeville","Dennison Lubricants",25023540101,"Boston-Cambridge-Quincy, MA-NH",23481415,-70.968992,41.871335,"02347, Lakeville, Massachusetts"
"1305","Lakeville","T3 Expo",25023540101,"Boston-Cambridge-Quincy, MA-NH",23481415,-70.955394,41.882758,"8 Lakeville Business Park, Lakeville, Massachusetts, 02347"
"1306","Wellesley, Town of","BioBridges",25021404100,"Boston-Cambridge-Quincy, MA-NH",4262510,-71.243389,42.315834,"167 Worcester St, Wellesley, Town of, Massachusetts, 02481"
"1307","Wellesley, Town of","Gardner Resources Consulting",25021404100,"Boston-Cambridge-Quincy, MA-NH",4262510,-71.253145,42.324505,"70 Walnut St, Wellesley, Town of, Massachusetts, 02481"
"1308","Wellesley, Town of","inStream",25021404100,"Boston-Cambridge-Quincy, MA-NH",4262510,-71.253145,42.324505,"70 Walnut St, Wellesley, Town of, Massachusetts, 02481"
"1309","Wellesley, Town of","MD Connect",25021404100,"Boston-Cambridge-Quincy, MA-NH",4262510,-71.253145,42.324505,"70 Walnut St, Wellesley, Town of, Massachusetts, 02481"
"1310","Wellesley, Town of","Sagent Healthstaff",25021404100,"Boston-Cambridge-Quincy, MA-NH",4262510,-71.261024,42.324726,"36 Washington St, Wellesley, Town of, Massachusetts, 02481"
"1311","Wellesley, Town of","Sagent Partners",25021404100,"Boston-Cambridge-Quincy, MA-NH",4262510,-71.261024,42.324726,"36 Washington St, Wellesley, Town of, Massachusetts, 02481"
"1312","Wellesley, Town of","The Bowdoin Group, Inc.",25021404100,"Boston-Cambridge-Quincy, MA-NH",4262510,-71.229908,42.318145,"40 William St, Wellesley, Town of, Massachusetts, 02481"
"1313","Sharon","CJ Environmental",25021414200,"Boston-Cambridge-Quincy, MA-NH",24661028,-71.151678,42.104575,"101 Hampton Rd, Sharon, Massachusetts, 02067"
"1314","Westwood","Turbine, Inc.",25021412300,"Boston-Cambridge-Quincy, MA-NH",7198451,-71.18471,42.214345,"60 Glacier Dr, Westwood, Massachusetts, 02090"
"1315","Brookline","Grandstream Networks",25021400200,"Boston-Cambridge-Quincy, MA-NH",533106,-71.120054,42.342303,"1297 Beacon St, Brookline, Massachusetts, 02446"
"1316","Westwood","Reliable Respiratory",25021412200,"Boston-Cambridge-Quincy, MA-NH",11715451,-71.205057,42.221044,"02090, Westwood, Massachusetts"
"1317","Norwood","Corporate IT Solutions",25021413500,"Boston-Cambridge-Quincy, MA-NH",5727654,-71.200945,42.173591,"661 Pleasant St, Norwood, Massachusetts, 02062"
"1318","Norwood","Secured Network Services",25021413500,"Boston-Cambridge-Quincy, MA-NH",5727654,-71.191745,42.175571,"100 River Ridge Dr, Norwood, Massachusetts, 02062"
"1319","Newton","Euro-Pro Operating",25017374000,"Boston-Cambridge-Quincy, MA-NH",4958604,-71.196545,42.292718,"180 Wells Ave, Newton, Massachusetts, 02459"
"1320","Newton","Kanda Software",25017374000,"Boston-Cambridge-Quincy, MA-NH",4958604,-71.197255,42.293467,"200 Wells Ave, Newton, Massachusetts, 02459"
"1321","Newton","Overture Partners",25017374000,"Boston-Cambridge-Quincy, MA-NH",4958604,-71.201041,42.293809,"57 Wells Ave, Newton, Massachusetts, 02459"
"1322","Wayland","iPROMOTEu",25017366100,"Boston-Cambridge-Quincy, MA-NH",5955997,-71.354255,42.322512,"321 Commonwealth Rd, Wayland, Massachusetts, 01778"
"1323","Holliston","Veristat",25017387100,"Boston-Cambridge-Quincy, MA-NH",15814569,-71.457045,42.178802,"1750 Washington St, Holliston, Massachusetts, 01746"
"1324","Framingham","Ameresco, Inc.",25017383600,"Boston-Cambridge-Quincy, MA-NH",6167992,-71.384483,42.310067,"111 Speen St, Framingham, Massachusetts, 01701"
"1325","Framingham","Avant-Garde Solutions",25017383600,"Boston-Cambridge-Quincy, MA-NH",6167992,-71.415283,42.297916,"463 Worcester Rd, Framingham, Massachusetts, 01701"
"1326","Framingham","Beacon Application Services",25017383600,"Boston-Cambridge-Quincy, MA-NH",6167992,-71.404334,42.304181,"959 Concord St, Framingham, Massachusetts, 01701"
"1327","Framingham","Disruptor Beam",25017383600,"Boston-Cambridge-Quincy, MA-NH",6167992,-71.400122,42.29879,"161 Worcester Rd, Framingham, Massachusetts, 01701"
"1328","Framingham","Incendia Partners",25017383600,"Boston-Cambridge-Quincy, MA-NH",6167992,-71.400122,42.29879,"161 Worcester Rd, Framingham, Massachusetts, 01701"
"1329","Framingham","ListEngage",25017383600,"Boston-Cambridge-Quincy, MA-NH",6167992,-71.434474,42.300652,"5 Edgell Rd, Framingham, Massachusetts, 01701"
"1330","Framingham","North American Professional Liability Insurance Agency, LLC",25017383600,"Boston-Cambridge-Quincy, MA-NH",6167992,-71.396295,42.306449,"5 Whittier St, Framingham, Massachusetts, 01701"
"1331","Framingham","SOURCEntra",25017383600,"Boston-Cambridge-Quincy, MA-NH",6167992,-71.38564,42.310815,"150 Speen St, Framingham, Massachusetts, 01701"
"1332","Newton","NEF",25017374300,"Boston-Cambridge-Quincy, MA-NH",2527084,-71.25259,42.32775,"2150 Washington St, Newton, Massachusetts, 02462"
"1333","Billerica","ClearBridge Technology Group",25017316300,"Boston-Cambridge-Quincy, MA-NH",10396631,-71.262284,42.528806,"6 Fortune Dr, Billerica, Massachusetts, 01821"
"1334","Billerica","IPT Associates",25017316300,"Boston-Cambridge-Quincy, MA-NH",10396631,-71.281281,42.531172,"700 Technology Park Dr, Billerica, Massachusetts, 01821"
"1335","Billerica","NextWorth Solutions",25017316300,"Boston-Cambridge-Quincy, MA-NH",10396631,-71.277845,42.529517,"900 Technology Park Dr, Billerica, Massachusetts, 01821"
"1336","Billerica","PlumChoice",25017316300,"Boston-Cambridge-Quincy, MA-NH",10396631,-71.282507,42.545512,"5 Federal St, Billerica, Massachusetts, 01821"
"1337","Newton","Commodore Builders",25017373200,"Boston-Cambridge-Quincy, MA-NH",1285402,-71.203039,42.362984,"80 Bridge St, Newton, Massachusetts, 02458"
"1338","Newton","LightWedge",25017373200,"Boston-Cambridge-Quincy, MA-NH",1285402,-71.205614,42.358794,"320 Nevada St, Newton, Massachusetts, 02460"
"1339","Newton","Mom Central Consulting",25017373200,"Boston-Cambridge-Quincy, MA-NH",1285402,-71.201441,42.363233,"55 Chapel St, Newton, Massachusetts, 02458"
"1340","Newton","ReconCraft",25017373200,"Boston-Cambridge-Quincy, MA-NH",1285402,-71.205545,42.358755,"320 Nevada St, Newton, Massachusetts, 02460"
"1341","Burlington","Arcadia Solutions",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.195181,42.480516,"20 Blanchard Rd, Burlington, Massachusetts, 01803"
"1342","Burlington","Astaro",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.210698,42.48413,"3 New England Executive Park, Burlington, Massachusetts, 01803"
"1343","Burlington","Black Duck Software",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.208655,42.481678,"8 New England Executive Park, Burlington, Massachusetts, 01803"
"1344","Burlington","Collaborative Consulting",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.203183,42.478596,"70 Blanchard Rd, Burlington, Massachusetts, 01803"
"1345","Burlington","Conversen",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.198611,42.487221,"2 Burlington Woods Dr, Burlington, Massachusetts, 01803"
"1346","Burlington","Davies Murphy Group",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.2166,42.476128,"200 Wheeler Rd, Burlington, Massachusetts, 01803"
"1347","Burlington","DB Healthcare Inc.",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.215179,42.476563,"128 Wheeler Rd, Burlington, Massachusetts, 01803"
"1348","Burlington","Decision Resources, Inc.",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.208655,42.481678,"8 New England Executive Park, Burlington, Massachusetts, 01803"
"1349","Burlington","Foliage",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.228141,42.490486,"20 North Ave, Burlington, Massachusetts, 01803"
"1350","Burlington","Glevum Associates",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.211448,42.48515,"1 New England Executive Park, Burlington, Massachusetts, 01803"
"1351","Burlington","InBoxer",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.195862,42.483545,"1 Van de Graaff Dr, Burlington, Massachusetts, 01803"
"1352","Burlington","OpFocus",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.205124,42.478957,"78 Blanchard Rd, Burlington, Massachusetts, 01803"
"1353","Burlington","Safecore",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.195862,42.483545,"1 Van de Graaff Dr, Burlington, Massachusetts, 01803"
"1354","Burlington","Topologe",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.196774,42.490917,"20 Mall Rd, Burlington, Massachusetts, 01803"
"1355","Burlington","Unitrends",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.2166,42.476128,"200 Wheeler Rd, Burlington, Massachusetts, 01803"
"1356","Burlington","Valora Technologies, Inc.",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.203183,42.478596,"70 Blanchard Rd, Burlington, Massachusetts, 01803"
"1357","Burlington","Z Corporation",25017332400,"Boston-Cambridge-Quincy, MA-NH",10749352,-71.223834,42.485368,"32 2nd Ave, Burlington, Massachusetts, 01803"
"1358","North Reading","Crowe Paradis Services",25017330200,"Boston-Cambridge-Quincy, MA-NH",13036901,-71.13475,42.555034,"400 Riverpark Dr, North Reading, Massachusetts, 01864"
"1359","Sudbury","LSI Consulting",25017365100,"Boston-Cambridge-Quincy, MA-NH",30457162,-71.395189,42.418131,"144 North Rd, Sudbury, Massachusetts, 01776"
"1360","Watertown","BlueMetal",25017370102,"Boston-Cambridge-Quincy, MA-NH",2221625,-71.185199,42.365047,"9 Galen St, Watertown, Massachusetts, 02472"
"1361","Watertown","GreenerU",25017370102,"Boston-Cambridge-Quincy, MA-NH",2221625,-71.20582,42.366352,"480 Pleasant St, Watertown, Massachusetts, 02472"
"1362","Watertown","Staticworx",25017370102,"Boston-Cambridge-Quincy, MA-NH",2221625,-71.19152,42.362903,"124 Watertown St, Watertown, Massachusetts, 02472"
"1363","Cambridge","Senior Whole Health",25017352300,"Boston-Cambridge-Quincy, MA-NH",600904,-71.079644,42.367452,"58 Charles St, Cambridge, Massachusetts, 02141"
"1364","Newton Lower Falls","AccountAbility Outsourcing",25017374800,"Boston-Cambridge-Quincy, MA-NH",3154228,-71.253984,42.326968,"2 Newton Executive Park, Newton Lower Falls, Massachusetts, 02462"
"1365","Newton","LifeSpan Technology Recycling",25017374800,"Boston-Cambridge-Quincy, MA-NH",3154228,-71.251687,42.337512,"275 Grove St, Newton, Massachusetts, 02466"
"1366","Tewksbury","Tri Wire Engineering Solutions",25017315402,"Boston-Cambridge-Quincy, MA-NH",7841598,-71.195271,42.618236,"890 East St, Tewksbury, Massachusetts, 01876"
"1367","Lowell","Mill City Environmental",25017310100,"Boston-Cambridge-Quincy, MA-NH",932016,-71.308491,42.646608,"116 John St, Lowell, Massachusetts, 01852"
"1368","Lowell","Performance Indicator",25017310100,"Boston-Cambridge-Quincy, MA-NH",932016,-71.308491,42.646608,"116 John St, Lowell, Massachusetts, 01852"
"1369","Waltham","Applied Marketing Science",25017368102,"Boston-Cambridge-Quincy, MA-NH",3328474,-71.256481,42.407193,"303 Wyman St, Waltham, Massachusetts, 02451"
"1370","Waltham","Cambridge Sound Management",25017368102,"Boston-Cambridge-Quincy, MA-NH",3328474,-71.255217,42.409987,"404 Wyman St, Waltham, Massachusetts, 02451"
"1371","Waltham","IntrinsiQ, LLC",25017368102,"Boston-Cambridge-Quincy, MA-NH",3328474,-71.255217,42.409987,"404 Wyman St, Waltham, Massachusetts, 02451"
"1372","Lowell","Litle & Co.",25017311600,"Boston-Cambridge-Quincy, MA-NH",3500827,-71.326997,42.614599,"900 Chelmsford St, Lowell, Massachusetts, 01851"
"1373","Rockland","Elevate Technology Solutions",25023502200,"Boston-Cambridge-Quincy, MA-NH",11783862,-70.899465,42.163622,"1050 Hingham St, Rockland, Massachusetts, 02370"
"1374","Rockland","MindMax",25023502200,"Boston-Cambridge-Quincy, MA-NH",11783862,-70.899801,42.163237,"1001 Hingham St, Rockland, Massachusetts, 02370"
"1375","Boulder","Namaste Solar Electric",8013012104,"Boulder, CO",2700872,-105.282178,40.057671,"4571 Broadway St, Boulder, Colorado, 80304"
"1376","Boulder","Anthem Branding",8013012204,"Boulder, CO",1393809,-105.283411,40.024443,"1000 North St, Boulder, Colorado, 80304"
"1377","Boulder","Applied Trust Engineering, Inc.",8013012204,"Boulder, CO",1393809,-105.281338,40.016558,"1033 Walnut St, Boulder, Colorado, 80302"
"1378","Boulder","Camp Bow Wow",8013012204,"Boulder, CO",1393809,-105.279612,40.01671,"1877 Broadway St, Boulder, Colorado, 80302"
"1379","Boulder","Collective Intellect",8013012204,"Boulder, CO",1393809,-105.276477,40.018648,"1433 Pearl St, Boulder, Colorado, 80302"
"1380","Boulder","Egg Strategy",8013012204,"Boulder, CO",1393809,-105.277686,40.017257,"1360 Walnut St, Boulder, Colorado, 80302"
"1381","Boulder","Gorilla Logic",8013012204,"Boulder, CO",1393809,-105.275396,40.018813,"1500 Pearl St, Boulder, Colorado, 80302"
"1382","Boulder","InvitedHome",8013012204,"Boulder, CO",1393809,-105.276707,40.017517,"1401 Walnut St, Boulder, Colorado, 80302"
